Instance,Income
114327,6976
114328,4844
114329,50998
114330,52637
114331,32357
114332,15066
114333,11050
114334,5165
114335,95225
114336,6434
114337,10195
114338,11439
114339,5429
114340,44809
114341,14010
114342,20544
114343,10638
114344,32602
114345,17425
114346,56837
114347,53465
114348,2532
114349,4036
114350,29470
114351,16259
114352,24532
114353,22089
114354,34836
114355,14157
114356,32092
114357,11319
114358,27770
114359,9067
114360,12361
114361,14590
114362,9034
114363,3211
114364,4763
114365,38193
114366,19181
114367,60756
114368,8191
114369,8152
114370,29692
114371,15662
114372,4154
114373,36765
114374,40586
114375,37473
114376,11713
114377,29105
114378,20327
114379,11356
114380,18535
114381,23042
114382,12343
114383,6896
114384,30323
114385,25727
114386,49152
114387,5634
114388,35274
114389,10059
114390,35487
114391,30323
114392,14609
114393,24169
114394,60814
114395,9059
114396,3592
114397,35921
114398,12620
114399,19672
114400,39195
114401,11796
114402,11346
114403,20660
114404,42785
114405,104577
114406,39535
114407,24097
114408,35468
114409,7025
114410,14720
114411,927
114412,17421
114413,29737
114414,18324
114415,9392
114416,29738
114417,51381
114418,7459
114419,28710
114420,16988
114421,11459
114422,1189
114423,38441
114424,40448
114425,23438
114426,37483
114427,12826
114428,34504
114429,19084
114430,22370
114431,55550
114432,1748
114433,18009
114434,23624
114435,17575
114436,34182
114437,21260
114438,10046
114439,-386
114440,9487
114441,41832
114442,22509
114443,31433
114444,60865
114445,41019
114446,25118
114447,15436
114448,7327
114449,17602
114450,27039
114451,29423
114452,23032
114453,32156
114454,12291
114455,24731
114456,22171
114457,39914
114458,8172
114459,4597
114460,20447
114461,9720
114462,22289
114463,14360
114464,24313
114465,62311
114466,31217
114467,29871
114468,15298
114469,25991
114470,43791
114471,34479
114472,31113
114473,30962
114474,8299
114475,7418
114476,21700
114477,49570
114478,35362
114479,42249
114480,36532
114481,42839
114482,16473
114483,5593
114484,28721
114485,50681
114486,28569
114487,3014
114488,44695
114489,9552
114490,30791
114491,3094
114492,18950
114493,42476
114494,4066
114495,45337
114496,7037
114497,28063
114498,26231
114499,27787
114500,57968
114501,22997
114502,226
114503,128512
114504,14548
114505,26417
114506,7519
114507,45002
114508,20676
114509,38585
114510,50932
114511,15750
114512,83712
114513,25772
114514,46342
114515,20807
114516,33340
114517,4546
114518,2042
114519,37731
114520,15363
114521,31698
114522,38098
114523,14541
114524,-209
114525,6628
114526,3687
114527,28722
114528,16822
114529,17646
114530,35182
114531,8817
114532,31496
114533,42772
114534,59252
114535,21979
114536,12903
114537,35058
114538,17851
114539,26434
114540,31509
114541,8753
114542,2368
114543,25782
114544,17335
114545,37872
114546,33133
114547,15918
114548,15504
114549,6504
114550,25293
114551,11302
114552,36696
114553,19369
114554,13788
114555,29738
114556,32157
114557,17726
114558,12583
114559,20219
114560,12065
114561,26395
114562,56432
114563,35885
114564,17385
114565,69586
114566,5028
114567,39630
114568,28357
114569,4375
114570,22436
114571,18566
114572,59291
114573,67895
114574,21418
114575,27164
114576,30242
114577,32487
114578,19394
114579,5843
114580,18872
114581,24236
114582,51660
114583,31642
114584,14542
114585,39330
114586,7619
114587,18915
114588,10709
114589,25018
114590,15487
114591,31270
114592,10122
114593,21332
114594,9485
114595,20029
114596,17284
114597,15837
114598,24859
114599,51149
114600,1356
114601,24391
114602,11643
114603,26140
114604,36668
114605,49500
114606,34929
114607,29867
114608,6540
114609,10320
114610,15915
114611,2953
114612,8102
114613,8986
114614,22040
114615,38336
114616,11968
114617,76424
114618,2637
114619,5182
114620,28027
114621,5783
114622,14057
114623,21382
114624,29686
114625,11078
114626,21244
114627,39009
114628,18998
114629,25351
114630,35145
114631,21324
114632,42373
114633,30904
114634,1992
114635,54864
114636,1824
114637,19502
114638,14120
114639,16770
114640,22804
114641,18984
114642,10320
114643,48967
114644,26721
114645,17555
114646,-949
114647,16003
114648,23046
114649,13881
114650,34440
114651,989
114652,29814
114653,1484
114654,64099
114655,14192
114656,6992
114657,21972
114658,33536
114659,31513
114660,27143
114661,46185
114662,57664
114663,10825
114664,8063
114665,122465
114666,22338
114667,41269
114668,1309
114669,12663
114670,10761
114671,19872
114672,25852
114673,23245
114674,11978
114675,22943
114676,13640
114677,43654
114678,27764
114679,46073
114680,5833
114681,36372
114682,23808
114683,33388
114684,3579
114685,48276
114686,40133
114687,26618
114688,68371
114689,32659
114690,31172
114691,17951
114692,10076
114693,48971
114694,10233
114695,48448
114696,6552
114697,86374
114698,9718
114699,7441
114700,47554
114701,19585
114702,9341
114703,28518
114704,74322
114705,25917
114706,25653
114707,41660
114708,26767
114709,12170
114710,14758
114711,3574
114712,23266
114713,19999
114714,32099
114715,123799
114716,19290
114717,15872
114718,8566
114719,6184
114720,58372
114721,48944
114722,14233
114723,49264
114724,2935
114725,17774
114726,33745
114727,81295
114728,33420
114729,12396
114730,22181
114731,35902
114732,61796
114733,6325
114734,12744
114735,17240
114736,15607
114737,39842
114738,41731
114739,50455
114740,5830
114741,32411
114742,33580
114743,16854
114744,5885
114745,22106
114746,44556
114747,69352
114748,15271
114749,24817
114750,20376
114751,28879
114752,13216
114753,28679
114754,25776
114755,1544
114756,31957
114757,38501
114758,27481
114759,5874
114760,7823
114761,17346
114762,55631
114763,68787
114764,33110
114765,25093
114766,106644
114767,1124
114768,41955
114769,17617
114770,3561
114771,23536
114772,24350
114773,41643
114774,41731
114775,8046
114776,58430
114777,21056
114778,29137
114779,57722
114780,21969
114781,1249
114782,62199
114783,34741
114784,30997
114785,25954
114786,34656
114787,29113
114788,25996
114789,44991
114790,39459
114791,35667
114792,25400
114793,-540
114794,584
114795,5644
114796,7014
114797,4397
114798,5883
114799,37081
114800,3767
114801,38475
114802,33771
114803,2287
114804,39305
114805,41416
114806,40812
114807,4921
114808,14733
114809,8508
114810,38138
114811,30286
114812,15066
114813,76333
114814,11710
114815,43076
114816,21303
114817,4921
114818,4654
114819,59022
114820,32267
114821,53203
114822,94805
114823,42518
114824,19334
114825,44394
114826,101981
114827,53671
114828,4645
114829,48520
114830,4179
114831,32770
114832,7575
114833,24271
114834,10106
114835,25370
114836,18081
114837,42379
114838,40104
114839,20557
114840,43898
114841,14259
114842,13584
114843,48538
114844,33821
114845,22037
114846,34667
114847,9884
114848,4895
114849,20298
114850,2448
114851,30394
114852,55142
114853,42267
114854,35619
114855,33879
114856,15825
114857,23463
114858,49336
114859,6067
114860,31674
114861,18991
114862,87339
114863,13507
114864,9249
114865,32760
114866,15430
114867,21711
114868,46359
114869,19014
114870,59160
114871,7428
114872,17726
114873,10429
114874,13294
114875,31126
114876,26651
114877,51982
114878,34469
114879,21336
114880,893
114881,7558
114882,25456
114883,5173
114884,18027
114885,12534
114886,20132
114887,15148
114888,35993
114889,26539
114890,55724
114891,1571
114892,37992
114893,22771
114894,14131
114895,43293
114896,5664
114897,4880
114898,8425
114899,56471
114900,21762
114901,40187
114902,18358
114903,40010
114904,21390
114905,34128
114906,50976
114907,25722
114908,9437
114909,13922
114910,43827
114911,92747
114912,16134
114913,25446
114914,3894
114915,26891
114916,2754
114917,10468
114918,45633
114919,28686
114920,25220
114921,25468
114922,22386
114923,37739
114924,37907
114925,50915
114926,14950
114927,24454
114928,-1278
114929,6760
114930,22902
114931,58970
114932,8865
114933,8070
114934,9719
114935,50882
114936,21905
114937,15706
114938,24405
114939,8860
114940,82118
114941,17210
114942,61419
114943,17718
114944,1940
114945,43581
114946,28611
114947,40343
114948,14712
114949,51312
114950,11076
114951,12912
114952,9618
114953,9973
114954,13666
114955,92273
114956,32119
114957,19015
114958,55763
114959,9853
114960,27026
114961,7711
114962,95644
114963,15034
114964,35433
114965,14904
114966,29492
114967,1529
114968,27736
114969,11919
114970,423
114971,8826
114972,3129
114973,26658
114974,7607
114975,5165
114976,34774
114977,12506
114978,12618
114979,86396
114980,53016
114981,13328
114982,52097
114983,30149
114984,3242
114985,5631
114986,51661
114987,58077
114988,11439
114989,25675
114990,58489
114991,7235
114992,28587
114993,36105
114994,12861
114995,1536
114996,59469
114997,42304
114998,7622
114999,5024
115000,39095
115001,17282
115002,7095
115003,6105
115004,33736
115005,30186
115006,65350
115007,52625
115008,12246
115009,42133
115010,40605
115011,31486
115012,35800
115013,7026
115014,11389
115015,14364
115016,24737
115017,32096
115018,31682
115019,9523
115020,25608
115021,21477
115022,39988
115023,51838
115024,15748
115025,42164
115026,39591
115027,9660
115028,44993
115029,19234
115030,55276
115031,30875
115032,6487
115033,10264
115034,16407
115035,10170
115036,7832
115037,30604
115038,39838
115039,10945
115040,1925
115041,30486
115042,32599
115043,27372
115044,38644
115045,2621
115046,15726
115047,21993
115048,7127
115049,2893
115050,20205
115051,34013
115052,555
115053,12856
115054,122580
115055,15282
115056,33346
115057,50291
115058,3294
115059,17707
115060,19373
115061,68485
115062,33247
115063,16903
115064,19369
115065,12755
115066,75845
115067,16326
115068,15586
115069,12062
115070,25429
115071,20273
115072,24992
115073,8194
115074,35407
115075,35013
115076,31811
115077,5675
115078,86915
115079,8499
115080,9076
115081,15820
115082,41815
115083,21023
115084,7558
115085,15915
115086,27130
115087,9379
115088,39430
115089,8390
115090,20682
115091,7435
115092,20242
115093,3295
115094,13205
115095,11338
115096,25564
115097,34283
115098,46451
115099,38441
115100,62078
115101,30352
115102,6319
115103,19683
115104,48203
115105,68769
115106,19411
115107,8442
115108,49063
115109,38366
115110,11216
115111,29773
115112,8897
115113,20538
115114,10075
115115,5888
115116,17412
115117,14445
115118,57107
115119,7155
115120,37266
115121,26908
115122,6111
115123,27701
115124,32358
115125,35875
115126,16813
115127,8352
115128,20093
115129,2863
115130,64483
115131,14976
115132,32259
115133,32315
115134,18301
115135,32679
115136,55930
115137,30597
115138,36482
115139,35697
115140,28698
115141,20205
115142,23533
115143,41974
115144,24874
115145,19276
115146,9719
115147,13152
115148,21145
115149,12640
115150,51312
115151,9356
115152,37986
115153,20108
115154,25809
115155,39646
115156,26291
115157,36746
115158,20883
115159,44529
115160,29563
115161,46998
115162,42920
115163,15191
115164,7418
115165,19970
115166,20902
115167,31397
115168,45155
115169,5624
115170,23582
115171,15695
115172,18671
115173,19720
115174,5599
115175,20309
115176,41241
115177,4958
115178,38573
115179,3502
115180,35255
115181,40691
115182,39083
115183,24731
115184,30659
115185,14795
115186,29421
115187,39708
115188,31719
115189,17979
115190,988
115191,16012
115192,65164
115193,20808
115194,18039
115195,453
115196,24377
115197,90621
115198,17883
115199,31975
115200,3069
115201,29263
115202,36560
115203,21973
115204,18010
115205,20823
115206,5301
115207,52530
115208,40756
115209,7117
115210,18159
115211,25435
115212,2503
115213,10930
115214,25709
115215,20443
115216,9034
115217,6568
115218,24934
115219,8133
115220,26986
115221,41899
115222,18980
115223,2334
115224,34354
115225,29209
115226,45245
115227,11833
115228,20953
115229,41984
115230,8152
115231,28892
115232,11701
115233,17726
115234,16407
115235,18195
115236,8275
115237,14360
115238,4552
115239,24891
115240,85305
115241,24114
115242,28470
115243,28209
115244,21850
115245,6938
115246,11231
115247,30879
115248,40730
115249,35869
115250,7446
115251,20621
115252,60205
115253,44458
115254,35579
